time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-29T15:34:36.480Z,-5.6117,151.7009,45.62,5.2,mww,,129,19.581,1.22,us,us2000iyy3,2018-12-29T15:52:58.040Z,"152km SSW of Kokopo, Papua New Guinea",earthquake,10.8,6.8,0.071,19,reviewed,us,us
2018-12-29T14:41:01.653Z,61.4437,-149.9979,19.7,2.5,ml,,,,0.81,ak,ak20582601,2018-12-29T14:53:47.260Z,"8km SSW of Big Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-29T14:29:36.115Z,61.3587,-150.0981,20,2.5,ml,,,,0.9,ak,ak20582594,2018-12-29T16:37:45.223Z,"18km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-29T14:27:24.060Z,46.6556,152.4787,57.02,4.6,mb,,106,6.678,0.98,us,us2000iyxj,2018-12-29T14:48:44.040Z,"Kuril Islands",earthquake,11.8,9.6,0.107,26,reviewed,us,us
2018-12-29T10:28:34.340Z,18.5833,-66.4148,100,2.69,md,9,228,0.4136,0.19,pr,pr2018363007,2018-12-29T13:11:12.839Z,"14km NNW of Sabana, Puerto Rico",earthquake,1.82,1.04,0.17,6,reviewed,pr,pr
2018-12-29T09:13:02.440Z,5.781,126.8976,67.61,5.3,mww,,44,1.831,0.8,us,us2000iyvy,2018-12-29T09:48:06.905Z,"102km SE of Pondaguitan, Philippines",earthquake,7.8,6,0.073,18,reviewed,us,us
2018-12-29T08:48:44.740Z,35.6524,-97.3999,5,2.5,mb_lg,,38,0.023,0.3,us,us2000iyvs,2018-12-31T04:38:40.647Z,"7km E of Edmond, Oklahoma",earthquake,1.2,1.8,0.096,28,reviewed,us,us
2018-12-29T08:23:16.820Z,0.8213,97.4286,28.04,4.7,mb,,165,0.501,0.43,us,us2000iyvj,2018-12-29T08:53:09.040Z,"181km SW of Sibolga, Indonesia",earthquake,9.8,6.9,0.102,29,reviewed,us,us
2018-12-29T08:15:26.160Z,1.0465,97.3153,23.38,5.1,mb,,102,0.364,0.82,us,us2000iyvg,2018-12-29T08:31:57.040Z,"180km WSW of Sibolga, Indonesia",earthquake,8,5.7,0.072,63,reviewed,us,us
2018-12-29T07:51:33.580Z,18.9371,-64.529,99,3.4,md,9,343,1.5407,0.31,pr,pr2018363004,2018-12-30T12:01:48.040Z,"62km NNE of Road Town, British Virgin Islands",earthquake,6.85,9.99,0.18,5,reviewed,pr,pr
2018-12-29T07:49:09.060Z,18.8695,-68.9431,131,3.09,md,7,204,0.6648,0.34,pr,pr2018363006,2018-12-29T13:08:42.150Z,"15km NE of Santa Cruz de El Seibo, Dominican Republic",earthquake,24.5,4.39,0.49,4,reviewed,pr,pr
2018-12-29T07:26:16.870Z,17.967,-65.2293,22,3.07,md,8,342,0.6438,0.34,pr,pr2018363005,2018-12-30T12:07:18.040Z,"17km SE of Esperanza, Puerto Rico",earthquake,5.88,26.96,0.2,6,reviewed,pr,pr
2018-12-29T06:52:53.810Z,17.8108,-68.3368,111,3,md,6,233,0.7045,0.28,pr,pr2018363003,2018-12-30T12:08:40.040Z,"67km SSE of Boca de Yuma, Dominican Republic",earthquake,5.54,4.059,0.43,6,reviewed,pr,pr
2018-12-29T06:31:18.266Z,61.3667,-150.1252,35.6,2.6,ml,,,,0.76,ak,ak20578005,2018-12-30T12:11:28.040Z,"19km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2018-12-29T04:05:57.670Z,36.0998,-97.8721,3.1,2.9,mb_lg,,33,0.382,0.2,us,us2000iytp,2019-01-02T21:50:13.360Z,"2km ESE of Hennessey, Oklahoma",earthquake,1.1,5,0.106,23,reviewed,us,us
2018-12-29T03:39:09.390Z,5.9735,126.8283,60.06,7,mww,,21,1.651,1.32,us,us2000iyta,2018-12-31T12:44:31.676Z,"83km ESE of Pondaguitan, Philippines",earthquake,7.2,3.2,0.038,67,reviewed,us,us
2018-12-29T03:16:43.020Z,60.1421,-140.5711,0.8,2.7,ml,,,,0.93,ak,ak20575779,2018-12-29T03:30:59.367Z,"81km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-29T02:56:46.360Z,19.5,-65.7375,27,3.21,md,13,286,1.3625,0.32,pr,pr2018363002,2018-12-30T05:42:23.040Z,"110km N of Suarez, Puerto Rico",earthquake,1.47,25.83,0.22,12,reviewed,pr,pr
2018-12-28T23:22:15.470Z,18.6601,-66.051,2,2.63,md,4,335,0.7697,0.13,pr,pr2018362017,2018-12-31T03:03:02.040Z,"43km NNE of San Juan, Puerto Rico",earthquake,4.45,3.27,0.12,4,reviewed,pr,pr
2018-12-28T23:07:27.873Z,61.5621,-149.5226,21.4,2.5,ml,,,,0.74,ak,ak20574991,2019-01-04T05:09:01.040Z,"4km WSW of Wasilla, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-28T22:40:19.950Z,-22.0976,-179.3699,588.55,4.8,mb,,27,4.962,0.83,us,us2000iyrw,2018-12-30T06:41:29.040Z,"174km SSW of Ndoi Island, Fiji",earthquake,5.9,6.5,0.052,116,reviewed,us,us
2018-12-28T22:36:21.840Z,34.4948333,-116.5225,2.74,2.45,ml,49,47,0.2335,0.16,ci,ci38409344,2019-01-03T01:04:18.244Z,"39km NE of Big Bear City, CA",earthquake,0.14,0.61,0.118,92,reviewed,ci,ci
2018-12-28T21:35:20.910Z,19.3356667,-155.1956667,6.44,2.62,ml,58,79,0.04229,0.09,hv,hv70749511,2019-01-04T05:04:41.040Z,"11km SSE of Volcano, Hawaii",earthquake,0.25,0.34,0.183,39,reviewed,hv,hv
2018-12-28T21:27:56.881Z,38.3841,-118.9127,8.5,2.6,ml,25,56.72,0.137,0.2175,nn,nn00672271,2019-01-04T05:03:27.040Z,"29km WSW of Hawthorne, Nevada",earthquake,,1.6,0.42,11,reviewed,nn,nn
2018-12-28T20:35:59.280Z,29.7125,129.9293,96.76,4.4,mb,,118,3.216,1.39,us,us2000iyqp,2018-12-29T17:56:25.040Z,"153km SW of Nishinoomote, Japan",earthquake,6.8,6.7,0.088,40,reviewed,us,us
2018-12-28T20:33:29.670Z,-19.86,-69.1038,98.93,4.3,mb,,70,0.208,1.13,us,us2000iyqb,2018-12-29T17:49:46.091Z,"115km ENE of Iquique, Chile",earthquake,5.8,7.5,0.137,21,reviewed,us,us
2018-12-28T20:20:12.250Z,-9.0434,-108.3954,10,4.8,mb,,180,29.983,0.81,us,us2000iyqg,2018-12-29T17:42:22.040Z,"Central East Pacific Rise",earthquake,5.3,1.9,0.058,92,reviewed,us,us
2018-12-28T19:21:20.290Z,19.5571,-65.3945,75,3.62,md,9,304,1.7437,0.32,pr,pr2018362016,2018-12-29T17:37:46.040Z,"126km NNE of Vieques, Puerto Rico",earthquake,4.47,12.47,0.13,6,reviewed,pr,pr
2018-12-28T19:02:02.242Z,60.2687,-153.8538,186.6,2.5,ml,,,,0.63,ak,ak20573529,2018-12-28T19:07:25.273Z,"65km WSW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-28T18:51:00.520Z,54.9224,164.6226,10,4.8,mb,,72,4.007,0.58,us,us2000iypn,2018-12-29T17:31:28.040Z,"92km WSW of Nikol'skoye, Russia",earthquake,10.8,1.9,0.046,144,reviewed,us,us
2018-12-28T17:05:53.670Z,-17.9759,-178.0103,590.34,4.3,mb,,81,3.649,0.92,us,us2000iyne,2018-12-29T17:27:46.040Z,"Fiji region",earthquake,6.8,6.7,0.063,71,reviewed,us,us
2018-12-28T16:44:17.850Z,-20.1492,-177.5512,511.5,4.6,mb,,102,4.798,0.8,us,us2000iyn6,2018-12-28T17:01:07.040Z,"132km ENE of Ndoi Island, Fiji",earthquake,14.9,9.9,0.076,52,reviewed,us,us
2018-12-28T14:36:44.230Z,-21.2679,171.5029,10,4.8,mb,,265,4.773,0.6,us,us2000iymk,2018-12-28T15:05:10.040Z,"137km NNW of Ile Hunter, New Caledonia",earthquake,9.8,2,0.139,16,reviewed,us,us
2018-12-28T13:49:35.740Z,18.617,-66.4595,59,2.72,md,10,232,0.3998,0.16,pr,pr2018362015,2018-12-28T16:50:52.737Z,"17km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.17,1.32,0.12,8,reviewed,pr,pr
2018-12-28T13:03:33.090Z,44.1998,148.5833,49.35,5.5,mb,,129,4.311,0.92,us,us2000iym6,2018-12-28T17:38:59.040Z,"127km SSE of Kuril'sk, Russia",earthquake,8.3,6.2,0.03,397,reviewed,us,us
2018-12-28T12:32:28.980Z,36.3841,-98.3864,5,3,mb_lg,,45,0.346,0.31,us,us2000iym1,2019-01-03T03:27:13.721Z,"15km NNE of Fairview, Oklahoma",earthquake,0.7,1.9,0.066,59,reviewed,us,us
2018-12-28T11:46:59.450Z,15.2485,120.7066,142.72,4.6,mb,,65,7.537,0.61,us,us2000iylj,2018-12-29T07:35:52.536Z,"2km N of Santo Nino, Philippines",earthquake,10.3,7.8,0.056,95,reviewed,us,us
2018-12-28T11:29:10.088Z,61.3374,-150.0817,36.6,2.6,ml,,,,0.77,ak,ak20569300,2018-12-28T20:58:54.245Z,"16km NW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-28T09:57:19.930Z,54.9025,164.7395,10,4.6,mb,,133,4.059,0.72,us,us2000iyl4,2018-12-28T10:50:47.040Z,"86km WSW of Nikol'skoye, Russia",earthquake,11.3,1.9,0.039,194,reviewed,us,us
2018-12-28T08:51:32.220Z,6.6674,-72.8787,156.65,4.5,mb,,62,0.796,0.67,us,us2000iykc,2018-12-28T09:26:03.040Z,"7km W of Molagavita, Colombia",earthquake,9.5,10.1,0.063,74,reviewed,us,us
2018-12-28T08:16:15.060Z,18.481,-67.4363,11,2.75,md,8,249,0.1056,0.24,pr,pr2018362011,2018-12-28T12:04:48.553Z,"25km NW of Rincon, Puerto Rico",earthquake,1.42,0.91,0.19,8,reviewed,pr,pr
